epoch,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss
57,0.41719,0.75142,0.30837,0.88957,0.34156,0.85024,0.22825,0.85677
58,0.40907,0.73732,0.3028,0.88713,0.34695,0.85277,0.22372,0.86399
59,0.40718,0.72499,0.29732,0.88787,0.33998,0.83902,0.22498,0.8567
60,0.40326,0.72044,0.29497,0.88583,0.3443,0.89,0.22804,0.86571
61,0.40719,0.72915,0.29717,0.88683,0.34026,0.86798,0.22826,0.85825
62,0.4007,0.72425,0.29102,0.88436,0.34148,0.86949,0.22103,0.85872
63,0.39871,0.71661,0.2882,0.87821,0.33872,0.86244,0.21727,0.85775
64,0.40276,0.7201,0.2917,0.88186,0.33831,0.84498,0.21887,0.85371
65,0.39675,0.71704,0.28366,0.87993,0.33782,0.83291,0.21962,0.85126
66,0.39304,0.704,0.28316,0.88034,0.33826,0.84483,0.21827,0.85406
67,0.39194,0.70573,0.28293,0.87752,0.33816,0.86159,0.21997,0.85302
68,0.39162,0.69487,0.27919,0.87817,0.33338,0.86088,0.21261,0.85216
69,0.38655,0.68535,0.27728,0.87694,0.33308,0.87088,0.21086,0.85087
70,0.3844,0.67498,0.27492,0.87666,0.3351,0.86608,0.2107,0.85229
71,0.38364,0.68679,0.27346,0.87542,0.33489,0.86539,0.21159,0.85111
72,0.38112,0.67499,0.26642,0.87102,0.33061,0.8672,0.21027,0.84989
73,0.37397,0.66907,0.26548,0.87258,0.32949,0.86781,0.20977,0.84902
74,0.37785,0.67196,0.26865,0.86991,0.33065,0.8681,0.20791,0.84902
75,0.37363,0.65683,0.26021,0.87173,0.33229,0.86628,0.20939,0.84975
76,0.37849,0.68249,0.2675,0.87382,0.32894,0.8737,0.20773,0.84717
77,0.3712,0.65836,0.25582,0.86966,0.32751,0.86791,0.20559,0.84641
78,0.36671,0.64881,0.2556,0.86915,0.32793,0.875,0.20634,0.84822
79,0.36279,0.64749,0.25433,0.86903,0.32815,0.87325,0.20614,0.84993
80,0.36241,0.6389,0.25111,0.86731,0.32835,0.86945,0.20491,0.85099
81,0.3641,0.64717,0.24904,0.86826,0.32775,0.87097,0.20793,0.8518
82,0.36175,0.64522,0.24926,0.86657,0.33012,0.87153,0.20823,0.85553
83,0.35662,0.62288,0.24488,0.86494,0.33147,0.87881,0.20899,0.85629
84,0.35598,0.63065,0.2436,0.86603,0.33363,0.8877,0.20909,0.85762
85,0.35108,0.6177,0.24161,0.86117,0.33309,0.88482,0.20837,0.85532
86,0.35233,0.61372,0.2361,0.85992,0.33279,0.88625,0.20765,0.85449
87,0.35135,0.6289,0.23888,0.86227,0.33176,0.88572,0.20773,0.85263
88,0.34839,0.60872,0.2345,0.86209,0.33333,0.89093,0.20685,0.85429
89,0.34508,0.61068,0.23508,0.86172,0.33065,0.89522,0.20829,0.8532
90,0.34614,0.62691,0.23297,0.86167,0.33088,0.90308,0.20793,0.85408
91,0.29093,0.53268,0.18983,0.82192,0.33022,0.91112,0.21035,0.85345
92,0.28697,0.52111,0.18505,0.81915,0.33021,0.91769,0.20908,0.85371
93,0.2846,0.51091,0.18379,0.81705,0.32931,0.92366,0.20834,0.85327
94,0.27749,0.50249,0.1782,0.81235,0.33003,0.92883,0.20911,0.85406
95,0.27511,0.49512,0.17575,0.81516,0.32922,0.93543,0.20932,0.85398
96,0.27509,0.4948,0.17408,0.8141,0.32891,0.93954,0.21059,0.85351
97,0.27276,0.49628,0.17303,0.81271,0.32844,0.94735,0.21036,0.85323
98,0.26693,0.49071,0.16687,0.8134,0.32811,0.95187,0.21056,0.85341
99,0.26485,0.48731,0.16749,0.81035,0.32801,0.95751,0.20992,0.8537
100,0.26282,0.47928,0.16446,0.8094,0.32931,0.95815,0.21003,0.85531
