epoch,train/box_loss,train/cls_loss,train/dfl_loss,val/box_loss,val/cls_loss,val/dfl_loss
45,0.45457,0.34518,0.90726,0.37041,0.24407,0.86958
46,0.44856,0.33884,0.90562,0.37032,0.24471,0.87151
47,0.44657,0.33837,0.90529,0.37101,0.24472,0.86896
48,0.44529,0.33565,0.90225,0.37394,0.23939,0.86827
49,0.44189,0.32963,0.90278,0.37344,0.24959,0.87212
50,0.43892,0.32877,0.90487,0.36772,0.23778,0.86957
51,0.4413,0.32728,0.90262,0.36722,0.23596,0.87189
52,0.43132,0.32566,0.89929,0.3631,0.23516,0.86689
53,0.43512,0.32412,0.90268,0.36358,0.2385,0.86638
54,0.42343,0.314,0.89428,0.36091,0.23379,0.86373
55,0.42643,0.31442,0.89787,0.35565,0.22964,0.8611
56,0.43015,0.31373,0.89706,0.35982,0.2339,0.86146
57,0.42602,0.31193,0.89539,0.35726,0.23652,0.86049
58,0.42144,0.30543,0.89704,0.36092,0.22975,0.86382
59,0.41809,0.30402,0.8938,0.35844,0.23017,0.86535
60,0.41189,0.29843,0.88955,0.35655,0.22801,0.86312
61,0.4169,0.30141,0.89071,0.35424,0.22909,0.86212
62,0.41189,0.29686,0.89247,0.35715,0.2269,0.86469
63,0.40262,0.28838,0.88906,0.35638,0.22863,0.86512
64,0.40648,0.29037,0.88749,0.35471,0.22379,0.86573
65,0.40125,0.28567,0.88405,0.35269,0.22287,0.86759
66,0.39973,0.28787,0.88396,0.35008,0.22044,0.8665
67,0.39792,0.28361,0.88512,0.34889,0.21593,0.86512
68,0.39804,0.28282,0.88361,0.35106,0.21789,0.86522
69,0.40054,0.27924,0.88773,0.34742,0.21739,0.86217
70,0.38975,0.27536,0.88129,0.34541,0.21379,0.85971
71,0.39111,0.27487,0.88126,0.34175,0.21415,0.85802
72,0.39212,0.27537,0.88105,0.34313,0.21464,0.85852
73,0.38342,0.26749,0.87799,0.3437,0.2132,0.8594
74,0.38655,0.26957,0.88162,0.34355,0.21169,0.86058
75,0.38245,0.26676,0.876,0.34149,0.21092,0.85742
76,0.37879,0.26373,0.87714,0.33991,0.21131,0.85711
77,0.37588,0.25784,0.87381,0.34132,0.21222,0.85891
78,0.37478,0.26038,0.87294,0.34402,0.21168,0.86008
79,0.371,0.25368,0.86992,0.34454,0.21261,0.85998
80,0.36775,0.25161,0.87176,0.3443,0.21402,0.85951
81,0.36436,0.24767,0.87049,0.34501,0.21481,0.85984
82,0.36316,0.24674,0.86972,0.34494,0.21494,0.86006
83,0.36167,0.24533,0.86891,0.34396,0.21542,0.85999
84,0.36289,0.24319,0.86907,0.34319,0.21468,0.86003
85,0.3561,0.24113,0.8691,0.34223,0.21441,0.85853
86,0.35554,0.2382,0.86877,0.34304,0.21385,0.85996
87,0.35485,0.23881,0.86706,0.34412,0.21411,0.86073
88,0.35959,0.24266,0.87008,0.3429,0.21431,0.86023
89,0.34767,0.23253,0.86463,0.34285,0.21293,0.8602
90,0.34812,0.2331,0.86699,0.34156,0.2103,0.85886
91,0.29663,0.19247,0.82097,0.34067,0.20983,0.85875
92,0.29138,0.18774,0.82361,0.34037,0.21067,0.85883
